character,line,episode
Michael:, Ohhh happy birthday Jim!,no2-13.php
Dana:, Ready girls? Front side.,no2-13.php
Hooter's Girls:," You put your front side in; you put your front side out. You put your front side in and shake it all about. You do the hokey pokey and you turn yourself around. That's what it's all about. Whoo, hoo!",no2-13.php
Jim:, Thank you.,no2-13.php
Michael:, Woo! Yeah!,no2-13.php
Jim:," Thanks, thanks Dana.",no2-13.php
Michael:, Thank you very much.,no2-13.php
Michael:, Hilarious. Hey.,no2-13.php
Pam:, What did you guys talk about?,no2-13.php
Jim:," [Holds up Hooters t-shirt] Just you know politics, literature.",no2-13.php
Pam:, I hate you.,no2-13.php
Dwight:, Quick Oscar update. I have conducted interviews with everyone in the office.,no2-13.php
Michael:, Just go to his house and see if he's sick. I could have done this Investigation in like twenty minutes.,no2-13.php
Dwight:, Including prep time?,no2-13.php
Michael:, Just do it.,no2-13.php
Ryan:, If I had to I could clean out my desk in five seconds and nobody would ever know I had ever been here.  And I'd forget too.,no2-13.php
Michael:, [Michael messes up hair to look like Jim's] Expenses.,no2-13.php
Kevin:, Michael is that a wig?,no2-13.php
Michael:, No. It's... I wear it like that sometimes. Is that a wig?,no2-13.php
Kevin:, No.,no2-13.php
Angela:, This is from Hooters.,no2-13.php
Michael:," Yeah, it's a business lunch.",no2-13.php
Angela:, Did Toby approve this?,no2-13.php
Michael:, No he did not. I don't need his permission.,no2-13.php
Toby:, You just got your corporate credit card back. Do you really want me to take it away again?,no2-13.php
Michael:," Uhhh it's ridiculous. They took my card away because I spent $80 bucks at a magic shop. What they don't understand is that I bought the stuff to impress potential clients. So business related, right?",no2-13.php
Michael:, I put a cigarette through a freakin' quarter.  And you know what Toby? They almost bought from us.,no2-13.php
Toby:, I'm not processing this.,no2-13.php
Michael:," Look Jim needed a relaxing lunch, he has been depressed and it has been affecting his productivity.  How is that not work related?",no2-13.php
Toby:, He seems fine to me.,no2-13.php
Michael:," You're not his friend, you don't know. He is in love with a girl he works with who's engaged.  So just cut me some slack. Please?",no2-13.php
Kelly:, Pam?,no2-13.php
Phylis:, Angela who would you choose Jim or Roy?,no2-13.php
Angela:," It's nobody's business, Phyllis. Roy.",no2-13.php
Kevin:, Jim has got it bad for Pam.,no2-13.php
Creed:, Oh ho!  Which one is Pam?,no2-13.php
Kevin:, Well she's the... Hey Michael so do you think Jim will try to break up the wedding?,no2-13.php
Michael:," You know what Kevin? Jim is a friend of mine, so the only people that this crush really concerns is Jim and Pam... and me.",no2-13.php
Dwight:," As a volunteer Sheriff's Deputy I have been doing surveillance for years.  One time I suspected an ex-girlfriend of mine of cheating on me.  So I tailed her for six straight nights.  Turns out she was, with a couple of guys actually so... mystery solved.",no2-13.php
Kelly:," Jim, why didn't you tell me you had a crush on Pam?",no2-13.php
Jim:, Well the cats out of the bag. I used to have a crush on Pam and now I [hesitate] don't. Riveting.,no2-13.php
Kevin:, hot.,no2-13.php
Pam:, Hey.,no2-13.php
Jim:, Hey.,no2-13.php
Pam:, Did you find anything good in your desk?,no2-13.php
Jim:," Ah, coupon for a free sandwich.",no2-13.php
Pam:, Score.,no2-13.php
Jim:," It expired in August, and my cell phone charger from two years ago.",no2-13.php
Pam:, Big day.,no2-13.php
Jim:, Big day.,no2-13.php
Jim:," Hey oh, listen, um, I told Michael on the booze cruise. It's so stupid. Um, I told Michael that I had had a crush on you when you first started here.",no2-13.php
Pam:, Oh.,no2-13.php
Jim:," Well I thought that, I figured you should hear it from me rather than, I mean you know Michael.",no2-13.php
Pam:, Right.,no2-13.php
Jim:," And seriously, it's totally not a big deal, ok? And when I found out you were engaged, I mean.",no2-13.php
Pam:," No, I know, like, I kind of like, I thought that maybe you did when I first started.",no2-13.php
Jim:, Oh you did?,no2-13.php
Pam:," No, I mean, just 'cause we like got along so well.",no2-13.php
Jim:," No, no, you saw through me, great.",no2-13.php
Pam:, So are you going to be like totally awkward around me now?,no2-13.php
Jim:," Oh yeah, yeah... hope that's okay.",no2-13.php
Pam:," Mmm, hmm.",no2-13.php
Jim:, And Pam it was like three years ago so I am totally over it.,no2-13.php
Pam:, Cool.,no2-13.php
Jim:, Ok.,no2-13.php
Dwight:," Stay low... This is it... There he is. He's been gone for at least two hours. Who is that? Come to Papa... Oh yes. Let's roll. I knew it! You are so busted. Ice skates, shopping bags? I think I know what's going on here. You weren't sick at all.",no2-13.php
Gil:, Who's this?,no2-13.php
Dwight:, This is Dwight Schrute. Who is this?,no2-13.php
Gil:, Gil.,no2-13.php
Oscar:, Are you going to tell Michael?,no2-13.php
Dwight:, How bout this. I don't tell Michael and in exchange you owe me one great big giant favor.  Redeemable by me at a time and place of my choosing.,no2-13.php
Dwight:," Guess what I found out about Oscar tonight? He was lying about being sick. Should I have reported Oscar's malfeasance. Hmm, probably, but now I know something he doesn't want me to know. So I can use his malfeasance to establish leverage.  Otherwise, it's just malfeasance for malfeasanceses-ses sake.",no2-13.php
Jim:, Hey.,no2-13.php
Michael:," I know, I know, I know.",no2-13.php
Jim:," Umm, what happened?",no2-13.php
Michael:," I, oh, just, um, I know I was trying to, expense reports. And then God, Toby, you know he just... I know. I'm just, I just hope that, I just hope that [starts to get choked up] this doesn't affect our friendship! Stupid, this is so stupid.",no2-13.php
Jim:," Hey, hey, wow, wow. Listen man it's, you know what. It's not a big deal.",no2-13.php
Michael:," Ok, I'm fine, no I know, I'm good, I'm good, it's just.",no2-13.php
Jim:," Look its one day, everything's gonna be alright. No big deal. You good?",no2-13.php
Michael:, Yeah I'm good.,no2-13.php
Jim:, Good.,no2-13.php
Ryan:, Creed did you organize the menu book?,no2-13.php
Creed:," Oh, I thought that was more on a volunteer basis.",no2-13.php
Ryan:," No, that was mandatory.",no2-13.php
Creed:," Oh, I thought it was a volunteer thing.",no2-13.php
Pam:," Hey, here's your schedule for next week. Are you okay?",no2-13.php
Michael:," Yeah I'm fine. Look, about you and Jim.",no2-13.php
Pam:," Oh, no, that's, you don't have to.",no2-13.php
Michael:," No, I feel it's my responsibility as your boss slash friend.",no2-13.php
Pam:," No, really, it's okay. I know that Jim had, like a crush on me when he first started. But that was a long time ago, so.",no2-13.php
Michael:, It wasn't that long ago. It was on the booze cruise.,no2-13.php
Pam:, Jim had a crush on me on the booze cruise or he told you about it on the booze cruise?,no2-13.php
Michael:," Yehhh, okay, shuuttt it Michael. I'm done. That's it. I'm out.",no2-13.php
Jim:, Ready?,no2-13.php
Pam:, Yep.,no2-13.php
Michael:," People are always coming to me. ""Michael, I have a secret.  Your the only one I trust."" No thanks, because keeping a secret can only lead to trouble. Like I was watching Cinemax last weekend.  This movie, Portrait of a... Prostitute something. Secrets of a Call... More Secrets of a Call Girl. And the lead character, Shila, is framed for murder. She goes on the run and winds up working at a bordello in Malibu. I don't, I don't want to live like that. I like it here. I don't want to be Shila, I like being Michael Scott.",no2-13.php
Michael:, Hello. Pammy want a cracker?,no2-13.php
Pam:, No thanks. You got a package.,no2-13.php
Michael:," Oh, Pam with the dirty talk. [laughs]",no2-13.php
Dwight:," And he's lining it up. Seems pretty straightforward from here. If Michael Scott sinks it, he'll win a Buick signed by Tiger Woods.",no2-13.php
Michael:, Oh!,no2-13.php
Dwight:," He totally misses,",no2-13.php
Michael:," No, he meant to put it right next to the hole, that's much harder to do.",no2-13.php
Dwight:," Interception. He shoots, he scores, yeah! Michael, try it like this. This'll be much harder.",no2-13.php
Michael:," No, no, no, no. I don't want to chip my mug. Please get that off the floor. [sets mug on the edge of Michael's desk]",no2-13.php
Michael:, All right. Jack Nicholson for birdie.,no2-13.php
Dwight:, Jack Nicholas.,no2-13.php
Michael:, It's a celebrity tournament.,no2-13.php
Dwight:, [golf ball rolls under bookcase] I got it. No problem. [clears throat],no2-13.php
Michael:, Do you see it?,no2-13.php
Dwight:," Oh, man, it's really back there.",no2-13.php
Michael:, Do you feel it?,no2-13.php
Dwight:, Yeah. I can barely... ,no2-13.php
Michael:," [mug falls off Michel's desk and smashes on the floor] God... damn it, Dwight! That's great.",no2-13.php
Dwight:, Should I clean out my desk?,no2-13.php
Michael:, [pulls a brand new mug out of his desk door] That won't be necessary.,no2-13.php
Dwight:," Don't be fooled by the phrase ""dust bunnies."" They are vicious little bitches and if they get inside your disc drive, God help you. They will bring your computer to its knees. They sit in corners hatching, defecating, laying eggs. And their sole purpose in life is to eat dead skin, which humans in this office shed by the boat load. Especially Creed.",no2-13.php
Michael:," Look at all them out there, my little worker bees buzzing away.",no2-13.php
Dwight:," If they're the worker bees, you're the Queen bee.",no2-13.php
Michael:," No, I am the King bee,",no2-13.php
Dwight:, Queen's higher.,no2-13.php
Michael:," No, King is higher. Then Ace. I am the Ace bee.",no2-13.php
Ryan:," People Magazine, crossword puzzle, keep or toss?",no2-13.php
Michael:, Keep. I will finish that later.,no2-13.php
Ryan:, It's from '99.,no2-13.php
Michael:," Yeah, I know when it's from, Ryan.",no2-13.php
Ryan:," 18 across. Mary-Kate and Ashley blank."" Michael wrote, ""Judd?""",no2-13.php
Michael:," Yeah, I rushed a few fraternities, but you know what? I don't believe in paying for friendships. So, I made a decision not to accept any offers. And fortunately none were made. Which was good, so nobody's feelings got hurt.",no2-13.php
Dwight:," Temp, shouldn't you be monitoring the progress of people's cleaning efforts?",no2-13.php
Ryan:, Everything seems pretty much under control.,no2-13.php
Dwight:," Yeah. Well, I'd hate to see it blow up in your face.",no2-13.php
Ryan:, How would...,no2-13.php
Dwight:," Let's table that. So, temp... You seem to be pretty close to this Oscar.",no2-13.php
Ryan:, Not really.,no2-13.php
Dwight:, Getting defensive?,no2-13.php
Ryan:, No.,no2-13.php
Dwight:, You seem a little nervous. You shouldn't be.,no2-13.php
Michael:," Thank you, Dana.",no2-13.php
Dana:, Sure.,no2-13.php
Michael:," Keep the change. Here you go buddy, happy birthday.",no2-13.php
Jim:, Wow. Thanks.,no2-13.php
Michael:, You're welcome.,no2-13.php
Jim:," No, you what, seriously, you should have it.",no2-13.php
Michael:," No, no, no, no. I have the long sleeve. And actually, you know what we should do? We should wear them tomorrow to work, it'll be hysterical.",no2-13.php
Jim:," Oh, tomorrow, that's gonna be tough 'cause I already laid out my outfit, so...",no2-13.php
Michael:," Okay, Tuesday. Whenever. You'd better try it on, make sure it fits.",no2-13.php
Ryan:, [catching Jim looking at him at Pam's desk] What?,no2-14.php
Jim:," Oh, nothing.",no2-14.php
Jim:," Pam's on vacation and she gets back tomorrow, so it'll be nice to see her.  It'll be nice, and, uh, she set a date for the wedding with Roy.  Uh... June.  Summer.  So, that'll be nice.  And that's that. ",no2-14.php
Ryan:, [again catching Jim looking at him] What?,no2-14.php
Jim:," Oh, nothing.",no2-14.php
Ryan:," Jim's been looking at me kind of a lot all week.  I would be creeped out by it, but it's nothing compared to the way Michael looks at me. ",no2-14.php
Michael:, Spamster!,no2-14.php
Pam:," Um, Pam plus Spam plus...?",no2-14.php
Michael:, Hamster.,no2-14.php
Pam:, Right. ,no2-14.php
Michael:, Welcome back!  How was your vacation?,no2-14.php
Pam:, It was great. ,no2-14.php
Michael:, Yeah?,no2-14.php
Pam:, Mm-hm.,no2-14.php
Michael:, Did you get lucky?  Oh!  Boink!,no2-14.php
Pam:," Roy and I just got back from the Poconos.  I get ten vacation days a year, and I try to hold off taking them for as long as possible, and this year I got to the third week in January. ",no2-14.php
Michael:," I am Pam.  Spicoli guy.  Oh, God.  Names, numbers.  Okay. [walking into office] Whoa!  God!  Yuck, yuck.  Yuck.  Yuck!",no2-14.php
Pam:, What?,no2-14.php
Michael:, Wow!  What happened in there?  ,no2-14.php
Pam:, I don't know.,no2-14.php
Michael:," There is stink in there, my God!  What is... what is that?",no2-14.php
Pam:, [looking at pile on Michel's carpet] Oh... I don't know.,no2-14.php
Michael:, Is it a bird?,no2-14.php
Pam:," No, I don't think it's a bird.",no2-14.php
Michael:," Oh, God!  How could that happen?  How could... right in the middle of the carpet.",no2-14.php
Kevin:, What's goin' on?,no2-14.php
Michael:," Um, somebody vomited right in the middle of the carpet in my office. ",no2-14.php
Kevin:, [taking a look] I don't think that's vomit.,no2-14.php
Michael:, Check it out.,no2-14.php
Kevin:, Me? ,no2-14.php
Michael:," Check it out.  Don't be a wuss, just get... no, I'm not holding your coffee.  ",no2-14.php
Kevin:," Oh, that's ridiculous.  ",no2-14.php
Michael:, What is it?  ,no2-14.php
Kevin:, Michael. [tapping on door] ,no2-14.php
Michael:," What is it?  No, just tell me what it is. ",no2-14.php
Kevin:," [pounding on door] Michael, I ... I ... I gotta get outta here.  I can't hold my breath that long. ",no2-14.php
